Fri Jan 09 2026 10:22:25 GMT-0500 (Eastern Standard Time) - Run Time: 2826ms

Cross Tabulation Query Form - Trip - 2022

Row: 2022 TTS zone of destination - tts22_dest
Column: Primary travel mode of trip - mode_prime


Filters:
Regional municipality of household - region_hhld In 1

Trip 2022 
Table: 

,Transit excluding GO rail,Cycle,Auto driver,E-scooter,GO rail only,Joint GO rail and local transit,Motorcycle,Other,Auto passenger,School bus,Taxi passenger,Paid rideshare,Walk
2263,0,0,35,0,0,0,0,0,0,0,0,0,0
2264,0,0,8,0,0,0,0,0,0,0,0,0,0
2265,0,0,57,0,0,0,0,0,0,0,0,0,0
2269,0,0,0,0,0,0,0,0,77,0,0,0,0
2272,0,0,22,0,0,0,0,0,0,0,0,0,0
2274,0,0,0,0,0,0,0,0,4,0,0,0,0
2285,0,0,19,0,0,0,0,0,0,0,0,0,0
2287,0,0,10,0,0,0,0,0,0,0,0,0,0
2288,0,0,7,0,0,0,0,0,0,0,0,0,0
2289,0,0,0,0,0,0,0,0,17,0,0,0,0
2295,0,0,11,0,0,0,0,0,0,0,0,0,0
2296,0,0,31,0,0,0,0,0,0,0,0,0,0
2299,0,0,31,0,0,0,0,0,0,0,0,0,0
2300,0,0,11,0,0,0,0,0,0,0,0,0,0
2301,0,0,114,0,0,0,0,0,0,0,0,0,0
2302,0,0,59,0,0,0,0,0,23,0,0,0,0
2304,0,0,14,0,0,0,0,0,0,0,0,0,0
2306,0,0,14,0,0,0,0,0,0,0,0,0,0
2309,0,0,12,0,0,0,0,0,0,0,0,0,0
2312,0,0,39,0,0,0,0,0,39,0,0,0,0
2314,0,0,111,0,0,0,0,0,30,0,0,0,0
2315,0,0,106,0,0,0,0,0,0,0,0,0,0
2316,0,3,3,0,0,0,0,0,0,0,0,0,0
2317,0,0,265,0,0,0,0,0,55,0,0,0,0
2318,0,3,196,0,0,0,0,0,0,0,0,0,0
2319,0,0,11,0,0,0,0,0,0,0,0,0,0
2320,0,0,111,0,0,0,0,0,0,0,0,0,0
2321,0,0,60,0,0,0,0,0,0,0,0,0,0
2325,0,0,12,0,0,0,0,0,0,0,0,0,0
2328,0,0,41,0,0,0,0,0,0,0,0,0,0
3001,0,0,70,0,0,0,0,0,7,0,0,0,0
3002,0,0,112,0,0,0,0,0,4,0,0,0,0
3003,71,0,550,0,0,0,0,0,18,0,0,0,0
3004,0,0,805,0,0,0,0,69,92,0,0,0,0
3005,0,0,1152,0,0,0,0,0,105,0,0,32,0
3006,22,0,272,0,0,0,0,0,0,0,0,0,0
3008,0,0,195,0,0,0,0,0,0,0,0,0,0
3009,0,0,16,0,0,0,0,0,0,0,0,0,0
3012,0,0,205,0,0,0,0,0,0,0,0,0,0
3013,0,0,126,0,0,0,0,0,110,0,0,0,0
3014,0,0,73,0,0,0,0,0,0,0,0,0,0
3015,0,0,98,0,0,0,0,0,0,0,0,0,0
3016,0,0,0,0,0,0,0,0,5,0,0,0,0
3017,0,0,27,0,0,0,0,0,0,0,0,0,0
3018,0,0,25,0,0,0,0,0,5,0,0,0,0
3020,0,5,50,0,0,0,0,0,52,0,0,0,0
3021,0,0,88,0,0,0,0,0,34,0,0,0,0
3022,0,0,288,0,0,0,0,0,215,0,0,0,0
3023,0,0,15,0,0,0,0,0,32,0,0,0,0
3024,0,0,80,0,0,0,0,0,0,0,0,0,0
3025,0,0,36,0,0,0,0,0,0,0,0,0,0
3026,0,0,39,0,0,0,0,0,12,0,0,0,0
3027,65,0,379,0,0,0,0,0,50,0,0,0,0
3028,0,0,13,0,0,0,0,0,0,0,0,0,0
3029,0,0,222,0,0,0,0,0,0,0,0,0,0
3030,0,0,508,0,0,0,0,0,96,119,0,0,0
3031,0,5,794,0,0,0,0,0,13,0,0,0,0
3032,0,0,40,0,0,0,0,0,5,0,0,0,0
3033,0,0,117,0,0,0,0,0,0,0,0,0,0
3034,0,0,480,0,0,0,0,0,321,0,0,0,0
3035,0,0,66,0,0,0,0,0,22,0,0,0,0
3036,0,0,28,0,0,0,0,0,0,0,0,0,0
3037,0,0,46,0,0,0,0,0,23,0,26,0,0
3038,0,0,5,0,0,0,0,0,0,0,0,0,0
3039,0,0,228,0,0,0,0,0,0,0,0,0,15
3040,0,0,96,0,0,0,0,0,7,0,0,0,0
3041,0,0,127,0,0,0,0,38,48,0,0,0,11
3042,50,0,78,0,0,0,0,0,16,0,0,0,0
3043,0,0,70,0,0,0,0,0,0,0,0,0,0
3044,0,0,148,0,0,0,0,0,61,0,0,0,0
3045,23,0,114,0,0,0,0,0,59,0,0,0,0
3046,0,0,24,0,0,0,0,0,0,0,0,0,0
3047,0,0,154,0,0,0,0,0,0,0,0,0,0
3048,0,0,55,0,0,0,0,0,0,0,0,0,0
3051,0,0,80,0,0,0,0,0,0,0,0,0,0
3054,0,0,73,0,0,0,0,0,0,0,0,0,0
3055,0,0,22,0,0,0,0,0,0,0,0,0,0
3056,0,0,47,0,0,0,0,0,0,0,0,0,0
3057,34,0,188,0,0,0,0,0,31,0,0,0,0
3059,0,0,20,0,0,0,0,0,0,0,0,0,0
3060,0,0,61,0,0,0,0,0,19,0,0,0,0
3061,98,0,550,0,0,0,0,30,423,0,0,0,121
3062,78,0,1760,0,0,0,0,0,172,0,0,0,4
3063,39,0,441,0,0,0,0,0,62,0,0,0,0
3064,25,0,643,0,0,0,0,0,75,0,0,0,0
3065,128,0,949,0,0,0,0,0,173,0,0,0,0
3066,72,0,445,0,0,0,0,0,7,0,0,0,0
3067,0,0,184,0,0,0,0,0,0,0,0,0,0
3068,23,0,2485,0,0,0,0,0,722,0,0,0,0
3069,0,0,659,0,0,0,0,0,100,0,0,0,0
3070,0,0,376,0,0,0,0,0,60,0,0,0,0
3071,0,0,690,0,0,0,0,0,58,0,0,0,27
3072,0,0,35,0,0,0,0,0,15,0,0,0,0
3073,11,0,143,0,0,0,0,0,74,0,0,0,0
3075,0,0,128,0,0,0,0,0,0,0,0,0,0
3076,0,0,48,0,0,0,0,0,22,0,0,0,0
3078,145,0,282,0,0,0,0,0,39,0,0,0,0
3079,239,0,176,0,0,0,0,0,26,0,0,0,0
3080,23,0,371,0,0,0,0,0,84,0,0,32,0
3081,588,0,2656,0,0,0,0,0,808,0,0,203,0
3082,225,0,1477,0,0,0,0,0,183,0,0,0,0
3083,369,0,1385,0,0,0,0,0,74,0,0,0,23
3084,237,0,607,0,0,0,0,0,231,0,0,0,0
3085,261,12,415,0,0,0,0,0,56,0,0,86,0
3086,14,0,0,0,0,0,0,0,0,0,0,0,0
3087,41,0,332,0,0,0,0,0,10,0,0,0,0
3088,56,26,546,0,0,0,0,0,59,0,0,0,191
3089,0,0,180,0,0,0,0,0,0,0,0,0,0
3090,154,0,697,0,0,0,0,0,162,0,0,0,0
3091,26,0,221,0,0,0,0,0,5,0,0,0,0
3092,19,0,524,0,0,0,0,0,46,0,0,0,0
3093,140,0,50,0,0,0,0,0,0,0,0,0,0
3094,229,0,58,0,0,0,0,0,0,0,0,0,0
3095,68,0,472,0,0,0,0,0,80,0,0,0,0
3096,26,0,1674,0,0,0,0,0,86,0,0,0,0
3097,88,0,1054,0,0,7,0,0,81,0,0,0,0
3098,0,0,123,0,0,0,0,0,20,66,0,0,0
3099,0,0,133,0,0,0,0,0,8,0,0,0,0
3100,0,0,53,0,0,0,0,0,0,0,0,0,0
3101,0,0,89,0,0,0,0,0,10,0,0,0,0
3103,0,0,10,0,0,0,0,0,0,0,0,0,0
3104,87,0,104,0,0,0,0,0,7,0,0,0,0
3105,0,0,142,0,0,0,0,0,52,0,0,0,12
3106,0,0,215,0,13,0,0,0,90,0,102,0,0
3107,7,0,255,0,0,0,0,0,80,0,0,0,10
3108,0,0,96,0,0,0,0,0,272,0,0,0,0
3109,38,0,1287,0,0,0,0,0,281,0,0,0,0
3110,0,0,309,0,0,0,0,0,26,0,0,0,0
3111,255,0,1712,0,0,0,0,0,279,0,0,0,0
3112,0,0,940,0,0,0,0,0,292,0,0,0,0
3113,90,0,610,0,0,0,0,0,10,0,0,0,0
3114,0,0,1587,0,0,0,0,0,372,0,0,16,0
3115,0,0,229,0,0,0,0,0,0,0,0,0,0
3116,0,0,237,0,0,0,0,0,0,0,0,0,0
3117,0,0,324,0,0,0,0,0,0,0,0,0,0
3118,17,0,447,0,0,0,0,0,50,0,0,0,0
3119,244,0,669,0,0,0,0,0,328,0,0,34,0
3120,15,0,183,0,0,0,0,0,29,0,0,0,0
3121,185,0,1188,0,0,0,0,0,437,0,0,0,595
3122,0,0,355,0,0,0,0,0,41,0,0,0,0
3123,124,0,383,0,0,0,0,0,169,0,0,6,47
3124,213,0,1427,0,0,0,0,0,579,101,0,0,18
3125,0,0,1215,0,0,0,0,0,389,0,0,0,0
3126,0,0,791,0,0,0,0,0,250,0,0,0,0
3127,0,0,704,0,0,0,0,0,152,0,0,0,0
3128,0,0,395,0,0,0,0,0,0,0,0,0,0
3129,0,0,109,0,0,0,0,0,51,0,0,0,0
3130,0,0,47,0,0,0,0,0,16,0,0,0,0
3131,93,0,257,0,0,0,0,0,156,337,0,0,0
3132,0,0,37,0,0,0,0,0,0,0,0,0,0
3133,16,0,324,0,0,0,0,0,140,0,0,0,0
3134,0,0,25,0,0,0,0,0,64,0,0,0,0
3135,0,0,109,0,0,0,0,0,32,0,0,0,0
3137,0,0,49,0,0,0,0,0,0,0,0,0,0
3138,0,0,37,0,0,0,0,0,27,0,0,0,0
3139,240,0,1191,0,0,0,0,0,170,0,0,0,41
3140,32,11,918,0,0,0,0,0,224,0,0,0,206
3141,48,0,539,0,0,0,0,0,224,498,0,0,0
3142,47,0,609,0,0,0,0,0,169,0,0,0,41
3143,0,0,314,0,0,0,0,0,59,0,0,0,0
3144,0,0,20,0,0,0,0,0,0,0,0,0,0
3145,136,0,188,0,0,0,0,0,35,0,0,0,0
3146,0,0,37,0,0,0,0,0,0,0,0,0,0
3147,0,0,83,0,0,0,0,0,36,0,0,0,0
3148,106,0,89,0,0,0,0,0,95,0,0,0,0
3149,158,0,1453,0,0,0,0,0,306,66,0,0,46
3150,75,0,940,0,0,0,0,0,173,0,0,63,0
3151,64,0,711,0,0,0,0,0,0,0,0,0,0
3152,0,0,136,0,0,0,0,0,7,0,0,0,0
3153,16,0,58,0,0,0,0,0,0,0,0,0,10
3154,5,0,51,0,0,0,0,0,0,0,0,0,0
3155,0,0,75,0,0,15,0,0,0,0,0,0,0
3156,40,0,19,0,0,0,0,0,46,0,0,0,0
3157,0,0,22,0,0,0,0,0,0,0,0,0,0
3158,145,0,366,0,0,0,0,0,9,0,0,0,0
3159,0,0,5,0,0,0,0,0,0,0,0,0,0
3160,14,0,171,0,0,0,0,0,34,0,0,0,0
3161,0,0,38,0,0,0,0,0,0,0,0,0,0
3162,0,0,96,0,0,0,0,0,0,0,0,0,0
3163,0,0,32,0,0,0,0,0,74,0,0,0,0
3164,0,0,96,0,0,0,0,0,0,0,0,0,0
3165,0,0,25,0,0,0,0,0,0,0,0,0,0
3166,142,0,166,0,0,0,0,0,51,0,0,93,0
3167,0,0,51,0,0,0,0,0,5,0,0,0,0
3168,102,0,285,0,0,0,0,0,0,0,0,0,0
3169,4,0,0,0,0,0,0,0,0,0,0,0,0
3170,0,0,298,0,0,0,0,0,0,0,0,0,0
3171,0,0,216,0,0,0,0,0,22,0,0,63,12
3173,0,0,41,0,0,0,0,0,41,0,0,0,0
3174,0,0,46,0,0,0,0,0,0,0,0,0,0
3175,0,0,11,0,0,0,0,0,0,0,0,0,0
3176,0,0,85,0,0,0,0,0,0,0,0,0,0
3177,0,0,57,0,0,0,0,0,0,0,0,0,0
3178,0,0,663,0,0,0,0,0,32,0,0,0,0
3179,9,0,124,0,0,0,0,0,34,0,0,0,11
3180,0,0,438,0,0,0,0,0,28,0,0,0,32
3181,0,0,58,0,0,0,0,0,14,0,0,0,0
3182,16,0,239,0,0,0,0,0,67,0,0,0,0
3183,37,0,194,0,0,0,21,0,6,0,0,17,0
3184,0,0,130,0,0,0,0,0,11,0,0,0,0
3185,0,0,35,0,0,0,0,0,0,0,0,0,0
3186,6,0,236,0,0,0,0,0,43,0,0,0,0
3187,0,0,165,0,0,0,0,0,60,24,0,0,0
3188,0,0,158,0,0,0,0,0,0,0,0,0,0
3189,0,0,129,0,0,0,0,0,0,0,0,0,0
3191,0,0,24,0,0,0,0,0,21,0,0,0,0
3192,8,0,3,0,0,0,0,0,13,0,0,0,0
3193,0,0,41,0,0,0,0,0,0,0,0,0,0
3194,0,0,30,0,0,0,0,0,0,0,0,0,0
3195,22,0,22,0,0,0,0,0,13,0,0,0,0
3198,0,0,54,0,0,0,0,0,7,0,0,0,0
3200,0,0,12,0,0,0,0,0,0,0,0,0,0
3202,0,0,33,0,0,0,0,0,0,0,0,0,0
3203,0,0,51,0,0,0,0,0,15,0,0,0,0
3204,0,0,83,0,0,0,0,0,29,0,0,0,0
3205,0,0,38,0,0,0,0,0,21,0,0,0,0
3207,0,0,37,0,0,0,0,0,0,0,0,0,0
3208,0,0,42,0,0,0,0,0,0,0,0,10,0
3209,48,0,95,0,0,0,0,0,0,0,0,0,0
3210,0,0,57,0,0,0,0,0,108,0,0,0,0
3211,0,0,338,0,0,0,0,0,40,0,0,0,0
3212,0,0,355,0,0,0,0,0,16,0,0,0,0
3213,0,0,16,0,0,0,0,0,0,0,0,0,0
3214,8,0,73,0,0,0,0,0,32,0,0,0,0
3215,0,0,256,0,0,0,0,0,26,0,0,0,0
3216,105,0,386,0,0,0,0,0,0,0,0,0,0
3217,74,0,192,0,0,0,0,0,74,0,0,0,0
3218,0,0,12,0,0,0,0,0,0,0,0,0,0
3219,60,0,43,0,0,0,0,0,0,0,0,0,0
3220,0,0,121,0,0,0,0,0,0,0,0,0,0
3221,0,0,64,0,0,0,0,0,14,0,0,0,0
3222,0,0,214,0,0,0,0,0,11,0,0,0,0
3223,0,0,833,0,0,0,0,0,131,0,0,0,0
3224,0,0,648,0,0,0,0,0,129,0,0,0,0
3225,8,0,371,0,0,0,0,0,124,0,0,0,0
3226,13,0,1062,0,0,0,0,0,301,0,0,17,0
3227,80,0,1689,0,0,0,0,0,78,0,0,44,0
3228,13,0,562,0,0,0,0,0,25,0,0,0,0
3229,0,0,117,0,0,0,0,0,14,0,0,0,0
3230,0,0,208,0,0,0,0,0,84,0,0,0,0
3231,0,0,194,0,0,0,0,0,27,0,0,0,0
3232,0,0,316,0,0,0,0,0,86,0,0,0,0
3234,0,0,3,0,0,0,0,0,9,0,0,0,0
3235,0,0,17,0,0,0,0,0,15,0,0,0,0
3237,0,0,94,0,0,0,0,0,13,0,0,0,0
3238,0,0,8,0,0,0,0,0,0,0,0,0,0
3239,0,0,21,0,0,0,0,0,0,0,0,0,0
3240,0,0,0,0,0,0,0,0,13,0,0,0,0
3241,0,0,307,0,0,0,0,0,48,0,0,0,0
3242,107,0,273,0,0,0,0,0,163,0,0,0,0
3243,54,0,673,0,0,0,0,0,75,0,25,0,0
3244,134,0,1992,0,0,0,0,0,128,0,0,0,0
3245,12,0,676,0,0,0,0,0,49,0,0,37,43
3246,0,0,54,0,0,0,0,0,23,0,0,0,0
3247,0,0,101,0,0,9,0,0,0,0,0,0,0
3248,0,0,213,0,0,0,0,0,177,0,0,0,0
3249,18,0,154,0,0,0,0,0,0,0,0,0,0
3250,0,0,310,0,0,0,0,0,111,0,0,0,0
3251,0,0,231,0,0,0,0,0,0,0,0,0,0
3252,10,0,86,0,3,0,0,0,161,0,0,0,0
3253,401,7,1093,0,0,0,0,0,95,0,0,0,11
3254,0,0,72,0,0,0,0,0,98,0,0,0,0
3255,32,0,966,0,0,0,0,0,228,0,0,0,0
3256,0,0,39,0,0,0,0,0,191,0,0,0,0
3257,38,0,297,0,0,0,0,0,0,0,0,0,0
3258,0,0,36,0,0,0,0,0,24,0,0,0,0
3259,140,0,247,0,0,0,0,0,74,0,0,0,0
3260,0,0,71,0,0,0,0,0,24,0,0,0,0
3261,0,0,139,0,0,0,0,0,59,0,0,0,0
3262,0,0,89,0,0,0,0,0,0,0,0,0,0
3263,0,0,169,0,0,0,0,0,56,0,0,0,0
3264,25,0,360,0,0,0,0,0,157,0,0,0,0
3265,84,0,933,0,0,0,0,0,188,0,0,0,38
3266,0,0,740,0,0,0,0,0,197,0,0,0,15
3267,0,0,287,0,0,0,0,0,23,0,0,0,0
3268,88,0,865,0,0,0,0,0,299,0,0,0,219
3269,0,0,247,0,0,0,0,0,98,0,0,0,0
3270,0,0,74,0,0,0,0,0,0,0,0,0,0
3271,191,0,793,0,0,0,0,0,314,0,0,0,19
3272,190,36,1210,0,0,0,0,0,132,0,0,0,0
3273,94,0,1601,0,0,0,0,0,248,0,0,0,7
3274,0,0,1665,0,0,0,0,0,195,0,0,0,0
3275,142,0,1424,0,0,0,0,0,86,0,0,0,0
3276,314,0,1487,0,0,0,0,0,77,42,0,0,83
3277,12,0,954,0,0,0,0,0,301,0,0,0,0
3278,0,0,947,0,0,0,0,0,155,0,0,0,0
3279,43,0,214,0,0,0,0,0,32,0,0,0,0
3280,0,0,37,0,0,0,0,0,0,0,0,0,0
3284,0,0,4,0,0,0,0,0,0,0,0,0,0
3285,57,0,338,0,0,0,0,0,94,0,0,0,0
3286,110,0,293,0,0,0,107,0,97,0,0,0,0
3287,36,36,786,0,0,0,0,0,320,0,0,0,0
3288,0,6,263,0,0,38,0,0,47,0,0,0,0
3289,104,0,433,0,0,0,0,0,171,0,0,0,0
3290,16,0,404,0,0,0,0,0,26,0,0,0,0
3291,150,0,3508,0,0,0,0,0,1162,0,0,18,60
3292,119,0,214,0,0,0,0,0,14,0,0,0,0
3293,91,0,199,0,0,0,0,0,50,0,0,0,0
3294,0,0,319,0,0,0,0,0,40,0,0,0,0
3295,0,0,867,0,0,0,0,0,176,0,0,0,0
3296,339,0,2223,0,0,0,0,0,173,0,0,134,0
3297,90,0,1950,0,0,0,0,0,244,0,32,0,0
3298,374,0,2675,0,0,0,0,0,976,0,0,0,151
3299,14,0,580,0,0,0,0,0,67,0,0,0,0
3300,24,0,776,0,0,0,0,0,269,24,0,0,25
3301,51,62,885,0,0,0,37,0,412,0,0,0,72
3302,351,0,1139,0,0,0,0,0,186,0,0,76,0
3303,0,0,734,0,0,0,0,0,106,0,0,0,0
3304,5,41,1169,0,0,0,0,0,403,0,26,0,0
3305,47,0,288,0,0,0,0,0,73,0,0,0,0
3306,105,0,397,0,0,0,0,63,194,0,0,0,0
3307,0,0,347,0,0,0,0,0,53,0,0,0,0
3308,0,0,362,0,0,0,0,0,237,0,0,0,35
3309,15,0,116,0,0,0,0,0,51,0,0,0,0
3310,0,0,179,0,0,0,0,0,59,0,63,0,0
3311,0,19,417,0,0,0,0,0,129,0,0,70,5
3312,0,0,155,0,0,0,0,0,16,0,0,0,5
3313,0,0,19,0,0,0,0,0,0,0,0,0,0
3314,18,0,23,0,0,0,0,0,17,0,0,0,0
3315,0,0,301,0,0,0,0,0,36,0,0,0,0
3316,0,0,12,0,0,0,0,0,0,0,0,0,0
3317,0,0,11,0,0,0,0,0,0,0,0,0,0
3318,0,0,12,0,0,0,0,0,0,0,0,0,0
3319,0,0,180,0,0,0,0,0,91,125,0,0,0
3320,17,0,63,0,0,0,0,0,0,0,0,0,0
3321,0,0,234,0,0,0,0,0,4,0,0,0,0
3322,0,0,303,0,0,0,0,0,74,0,0,0,0
3323,32,0,1714,0,0,0,0,0,414,0,0,37,0
3324,0,20,378,0,0,0,0,0,150,0,0,0,13
3325,0,0,496,0,20,17,0,0,183,0,0,0,0
3326,0,0,55,0,0,0,0,0,21,0,0,0,0
3327,0,0,212,0,0,0,0,0,86,0,0,0,0
3328,0,0,187,0,0,0,0,0,73,0,0,0,0
3329,136,27,136,0,0,0,0,0,42,0,0,0,0
3330,0,0,414,0,0,0,0,0,131,0,0,0,0
3331,216,0,607,0,0,0,0,0,269,0,0,0,0
3332,0,0,370,0,0,0,0,0,83,0,0,0,0
3333,0,0,611,0,0,0,0,0,248,0,0,0,13
3334,31,0,266,0,0,0,0,0,141,0,0,0,0
3335,0,0,71,0,0,0,0,0,11,0,0,0,0
3336,10,0,245,0,0,0,0,0,45,0,0,8,0
3337,0,0,167,0,0,0,0,0,34,0,0,0,0
3338,0,0,42,0,0,0,0,0,0,0,0,0,0
3339,0,0,49,0,0,0,0,0,7,0,0,0,0
3341,0,0,14,0,0,0,0,0,0,0,0,0,0
3342,0,0,58,0,0,0,0,0,28,0,0,0,0
3343,60,0,372,0,0,0,0,0,52,0,0,0,0
3344,0,0,102,0,0,0,0,0,107,27,0,0,54
3345,0,0,164,0,0,0,0,0,0,0,0,0,0
3346,0,0,454,0,0,0,0,0,173,0,0,0,0
3347,6,0,239,0,0,0,0,0,20,0,0,0,0
3349,0,0,148,0,0,0,0,0,69,0,0,0,0
3350,0,0,36,0,0,0,0,0,4,0,0,0,0
3351,37,0,2206,0,0,0,0,0,677,0,0,0,92
3352,0,0,8,0,0,0,0,0,0,0,0,0,0
3353,0,0,119,0,0,0,0,0,119,0,0,0,0
3354,0,0,20,0,0,0,0,0,10,0,0,0,0
3356,0,0,180,0,0,0,0,0,11,0,0,0,0
3357,0,0,0,0,0,0,0,0,12,0,0,0,0
3358,0,0,37,0,0,0,0,0,0,0,0,0,0
3361,0,0,44,0,0,0,0,0,0,0,0,0,0
3362,0,0,26,0,0,0,0,0,20,0,0,0,0
3364,0,0,175,0,0,0,0,0,19,0,0,0,0
3365,0,0,341,0,0,0,0,0,0,0,0,0,0
3366,43,0,66,0,0,0,0,0,0,0,0,0,0
3367,0,0,45,0,0,0,0,0,0,0,0,0,0
3368,0,0,226,0,0,0,0,0,88,0,0,0,0
3369,68,0,202,0,0,0,0,0,208,0,0,0,28
3370,15,0,59,0,0,0,0,0,42,0,0,0,0
3371,0,0,265,0,0,0,0,79,0,0,0,0,0
3372,0,0,95,0,0,0,0,0,102,92,0,0,0
3373,0,0,86,0,0,0,0,0,32,0,0,0,0
3374,0,15,239,0,0,0,0,0,77,0,0,0,0
3376,0,0,127,0,0,0,0,0,0,0,0,0,0
3378,0,0,244,0,0,0,0,0,18,0,0,0,0
3379,0,0,38,0,0,0,0,0,0,0,0,0,0
3380,0,0,801,0,0,0,0,0,240,0,0,0,0
3381,0,0,255,0,0,0,0,0,87,0,0,0,0
3382,16,0,25,0,0,0,0,0,0,0,0,0,0
3383,0,0,53,0,0,0,0,0,39,0,0,0,0
3385,135,0,598,0,0,0,0,0,152,0,0,0,0
3386,0,0,152,0,0,0,0,0,0,0,0,0,0
3387,0,0,16,0,0,0,0,0,0,0,0,0,0
3388,0,0,689,0,0,0,0,0,94,0,27,0,0
3389,0,0,0,0,0,0,0,0,10,0,0,0,0
3390,0,0,15,0,0,0,0,0,15,0,0,0,0
3391,66,0,348,0,0,0,0,0,58,0,0,0,0
3392,0,0,86,0,0,0,0,0,8,0,0,0,0
3393,0,0,26,0,0,0,0,0,0,0,0,0,0
3394,0,0,39,0,0,0,0,0,18,0,0,0,0
3395,0,0,47,0,0,0,0,0,4,0,0,0,0
3396,0,0,14,0,0,0,0,0,0,0,0,0,0
3397,0,0,229,0,0,0,0,0,0,0,0,0,0
3398,0,0,54,0,0,0,0,0,54,0,0,0,0
3399,0,0,30,0,0,0,0,0,59,0,0,0,0
3400,0,0,0,0,0,4,0,0,0,8,0,0,0
3401,0,0,9,0,0,0,0,0,0,0,0,0,0
3402,0,0,228,0,0,0,0,0,50,0,0,0,0
3403,0,0,154,0,0,0,0,0,0,0,0,0,0
3404,0,0,163,0,0,0,0,0,25,0,0,0,0
3405,11,0,461,0,0,0,0,0,0,0,0,0,0
3406,0,0,38,0,0,0,0,0,8,0,0,0,0
3407,0,0,0,0,0,0,0,4,14,0,0,0,0
3408,0,0,25,0,0,0,0,0,0,0,0,0,0
3409,0,0,5,0,0,0,0,0,0,0,0,0,0
3412,0,0,7,0,0,4,0,0,0,0,0,0,0
3413,0,0,78,0,0,0,0,0,0,0,0,0,0
3414,0,0,125,0,0,0,0,0,0,0,0,0,0
3415,0,0,101,0,0,0,0,0,0,0,0,0,0
3417,0,0,22,0,0,0,0,0,0,0,0,0,0
3418,80,0,0,0,0,0,0,0,0,0,0,0,0
3419,0,0,19,0,0,5,0,0,0,0,0,0,0
3420,0,0,53,0,0,0,0,0,0,0,0,0,0
3421,8,0,168,0,0,0,0,0,9,0,0,46,0
3422,0,0,189,0,0,0,0,0,9,0,0,0,0
3423,0,0,69,0,0,0,0,0,37,0,0,0,0
3425,0,0,0,0,0,0,0,0,4,0,0,0,0
3426,0,0,32,0,0,0,0,0,0,0,0,0,0
3427,0,0,12,0,0,0,0,0,12,0,0,0,0
3428,0,0,20,0,0,0,0,0,0,0,0,0,0
3429,0,0,0,0,0,9,0,0,0,0,0,0,0
3431,0,0,13,0,0,12,0,0,0,0,0,0,0
3432,0,0,4,0,0,0,0,0,4,0,0,0,0
3433,0,0,151,0,0,0,0,0,0,0,0,0,0
3434,0,0,0,0,0,10,0,0,0,0,0,0,0
3435,0,0,75,0,0,0,0,0,15,0,0,0,0
3437,0,0,200,0,0,0,0,0,32,0,0,0,5
3438,0,0,17,0,0,0,0,0,6,0,0,0,0
3439,0,0,99,0,0,0,0,0,15,0,0,0,0
3440,0,0,202,0,0,0,0,0,0,0,0,0,0
3443,0,0,240,0,0,0,0,0,0,0,0,0,0
3444,5,0,577,0,0,0,0,0,20,0,0,0,0
3445,0,0,80,0,3,0,0,0,48,0,0,0,0
3446,0,0,143,0,0,0,0,0,52,0,0,0,0
3447,8,0,792,0,0,0,0,0,80,0,0,0,0
3448,0,0,510,0,0,0,0,0,73,0,0,55,0
3449,0,0,31,0,0,0,0,0,0,0,0,0,0
3450,0,0,19,0,0,0,0,0,0,0,0,0,0
3451,0,0,122,0,0,3,0,0,0,0,0,0,0
3452,16,0,19,0,0,0,0,0,0,0,0,0,0
3453,0,0,4,0,0,0,0,0,4,0,0,0,0
3454,0,0,27,0,0,0,0,0,0,0,0,0,0
3455,0,0,65,0,0,0,0,0,20,0,0,0,0
3456,0,0,21,0,0,0,0,0,0,0,0,0,0
3457,0,0,97,0,0,0,0,0,16,0,0,0,0
3458,0,0,19,0,0,0,0,0,38,0,0,0,0
3459,0,0,115,0,0,0,0,0,0,0,0,0,0
3460,0,0,72,0,0,0,0,0,0,0,0,0,0
3461,0,0,14,0,0,0,0,0,0,0,0,0,0
3462,0,0,34,0,0,0,0,0,0,0,0,0,0
3463,0,0,13,0,0,0,0,0,42,0,0,0,0
3465,0,0,6,0,0,0,0,0,0,0,0,0,0
3466,0,0,34,0,0,0,0,0,0,0,0,0,0
3467,0,0,24,0,0,0,0,0,0,0,0,0,0
3468,0,0,62,0,0,0,0,0,29,0,0,0,0
3469,0,0,16,0,0,0,0,0,0,0,0,0,0
3471,0,0,35,0,0,0,0,0,0,0,0,0,0
3473,0,0,75,0,0,0,0,0,52,11,0,0,0
3474,81,0,505,0,0,0,0,0,54,127,0,133,0
3475,0,0,4,0,0,0,0,0,26,0,0,0,0
3476,0,0,14,0,0,0,0,0,0,0,0,0,0
3477,0,0,27,0,0,4,0,0,0,0,0,0,0
3478,0,0,69,0,0,0,0,0,22,0,0,0,0
3479,0,0,73,0,0,0,0,0,0,0,0,0,0
3481,0,0,0,0,0,0,0,0,0,25,0,0,0
3482,0,0,415,0,0,0,0,0,60,0,0,0,0
3483,0,0,180,0,0,0,0,0,0,0,0,0,0
3484,0,0,50,0,0,0,0,0,8,0,0,0,0
3485,0,0,64,0,0,9,0,0,37,0,0,0,0
3486,0,0,116,0,0,0,0,0,24,0,0,0,0
3487,0,0,175,0,0,0,13,0,0,0,0,0,0
3489,0,0,258,0,0,0,0,0,29,0,0,0,0
3490,0,0,46,0,0,0,0,0,27,0,0,0,0
